Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,latitude,longitude
A2276,Data Analytcis Course,193.0,,$199.27,13.0,9.0,,$1612,08-11-2024,London,mobile,data analitics online,51.491941,-0.137537
A2277,Data Analytcis Course,110.0,5220.0,$233.06,16.0,4.0,0.036,$1711,15-11-2024,Paris,mobile,data anaytics training,48.830923,2.361515
A2278,DevOps Course,83.0,5247.0,$231.04,27.0,3.0,0.054,$1636,2024-11-04,London,desktop,data analitics online,51.493167,-0.15765
A2279,Machine Learning Course,166.0,5522.0,$218.34,13.0,3.0,0.018,$1235,2024/11/22,London,desktop,online data analytic,51.483406,-0.125396
A2280,DevOps Course,108.0,3682.0,$214.43,20.0,3.0,0.028,$1553,27-11-2024,London,desktop,learn data analytics,51.481116,-0.119908
A2281,Data Analytcis Course,84.0,4549.0,$191.96,15.0,7.0,,$1303,13-11-2024,Paris,desktop,data analytics course,48.845059,2.3345
A2282,DevOps Course,117.0,5170.0,,16.0,10.0,0.085,,20-11-2024,London,tablet,data analitics online,51.482339,-0.124165
A2283,DevOps Course,195.0,3122.0,$205.3,24.0,4.0,0.043,$1326,2024/11/14,Berlin,mobile,data anaytics training,52.496114,13.389262
A2284,Software Engineer Course,149.0,3650.0,$220.25,17.0,3.0,0.02,,29-11-2024,Paris,mobile,data analitics online,48.834729,2.374624
A2285,Machine Learning Course,142.0,5436.0,$237.09,14.0,7.0,,$1269,20-11-2024,Berlin,tablet,online data analytic,52.493207,13.383662
A2286,Machine Learning Course,98.0,5485.0,$182.29,16.0,5.0,0.051,$1518,2024/11/19,Berlin,desktop,learn data analytics,52.518653,13.413886
A2287,Machine Learning Course,169.0,3778.0,,11.0,3.0,0.018,$1721,14-11-2024,Paris,desktop,data anaytics training,48.850251,2.339001
A2288,Software Engineer Course,99.0,3051.0,,18.0,6.0,0.053,$1762,2024-11-29,Paris,mobile,online data analytic,48.871777,2.327875
A2289,Data Analytcis Course,170.0,5286.0,$190.65,22.0,7.0,0.041,$1110,2024-11-09,London,desktop,data analitics online,51.531424,-0.124638
A2290,Software Engineer Course,,3533.0,$248.96,22.0,4.0,,$1606,05-11-2024,London,mobile,data anaytics training,51.487952,-0.152338
A2291,DevOps Course,156.0,5125.0,$182.15,26.0,10.0,0.064,$1658,16-11-2024,Paris,mobile,data analytics course,48.852584,2.37467
A2292,DevOps Course,91.0,4500.0,$241.81,20.0,3.0,0.033,$1902,2024/11/22,London,mobile,data analitics online,51.482282,-0.112002
A2293,Machine Learning Course,140.0,4633.0,$228.65,15.0,4.0,0.049,$1738,2024/11/20,Berlin,mobile,data analitics online,52.504514,13.400692
A2294,Data Analytcis Course,142.0,3155.0,$229.01,,10.0,0.053,$1955,01-11-2024,Berlin,mobile,learn data analytics,52.54698,13.405304
A2295,Machine Learning Course,198.0,3444.0,$195.91,27.0,4.0,0.056,$1317,10-11-2024,London,desktop,data analitics online,51.49455,-0.155255
A2296,Machine Learning Course,88.0,4253.0,$210.5,23.0,8.0,0.051,$1918,11-11-2024,London,tablet,data analitics online,51.53521,-0.10244
A2297,Software Engineer Course,130.0,4925.0,$201.1,26.0,5.0,,$1301,15-11-2024,Berlin,tablet,analytics for data,52.543066,13.379698
A2298,DevOps Course,186.0,3576.0,$213.96,26.0,4.0,0.022,$1689,02-11-2024,London,tablet,learn data analytics,51.496209,-0.126486
A2299,DevOps Course,146.0,5831.0,$203.07,19.0,5.0,0.055,$1216,28-11-2024,Berlin,mobile,analytics for data,52.533883,13.410579
A2300,Software Engineer Course,199.0,5147.0,$203.08,27.0,10.0,0.05,$1126,30-11-2024,London,tablet,data analytics course,51.515902,-0.148645
A2301,Software Engineer Course,94.0,4242.0,$208.78,14.0,5.0,0.053,$1122,2024-11-17,London,tablet,learn data analytics,51.482262,-0.133997
A2302,Data Analytcis Course,119.0,5530.0,$205.75,25.0,9.0,,$1725,2024-11-14,Berlin,mobile,analytics for data,52.498251,13.385422
A2303,Data Analytcis Course,168.0,4614.0,$241.24,28.0,9.0,,$1307,2024/11/01,Paris,mobile,online data analytic,48.849604,2.333918
A2304,DevOps Course,117.0,5016.0,$249.38,10.0,9.0,0.077,$1832,02-11-2024,Berlin,tablet,learn data analytics,52.510547,13.424579
A2305,Data Analytcis Course,156.0,5072.0,$249.37,18.0,3.0,0.058,$1701,2024/11/12,London,mobile,learn data analytics,51.495995,-0.100372
A2306,Machine Learning Course,151.0,4805.0,$241.95,22.0,3.0,0.056,$1571,2024-11-03,London,tablet,online data analytic,51.488546,-0.115795
A2307,Data Analytcis Course,133.0,4474.0,$198.99,10.0,,,$1394,2024-11-03,Berlin,mobile,online data analytic,52.528595,13.424352
A2308,Software Engineer Course,105.0,5151.0,$188.18,14.0,9.0,0.032,$1595,2024-11-03,Berlin,tablet,online data analytic,52.544424,13.421163
A2309,Software Engineer Course,98.0,4515.0,$219.39,12.0,7.0,,$1805,2024/11/07,London,desktop,learn data analytics,51.511526,-0.148116
A2310,Software Engineer Course,93.0,4269.0,$247.76,21.0,8.0,0.086,$1543,19-11-2024,London,tablet,learn data analytics,51.529988,-0.111508
A2311,Software Engineer Course,165.0,3759.0,$231.62,23.0,,,$1052,2024/11/28,Berlin,mobile,analytics for data,52.542886,13.399518
A2312,Software Engineer Course,156.0,4476.0,$186.68,17.0,10.0,0.033,$1372,2024/11/13,Berlin,tablet,analytics for data,52.492173,13.403479
A2313,DevOps Course,166.0,5749.0,$236.52,11.0,5.0,0.036,$1780,2024/11/15,London,desktop,analytics for data,51.482422,-0.123506
A2314,Machine Learning Course,134.0,5166.0,$191.92,10.0,3.0,0.037,$1526,2024/11/04,Paris,mobile,learn data analytics,48.827159,2.354383
A2315,Software Engineer Course,103.0,3687.0,$194.73,27.0,4.0,,$1347,2024/11/15,Berlin,tablet,learn data analytics,52.549675,13.417132
A2316,Data Analytcis Course,95.0,4939.0,$219.43,26.0,3.0,0.032,$1785,07-11-2024,Berlin,mobile,data anaytics training,52.517949,13.42402
A2317,Software Engineer Course,155.0,3180.0,$229.63,15.0,8.0,0.052,$1832,15-11-2024,Berlin,desktop,data analytics course,52.499623,13.411434
A2318,Machine Learning Course,184.0,3981.0,$193.25,16.0,3.0,0.035,$1359,30-11-2024,Berlin,tablet,learn data analytics,52.508418,13.430308
A2319,DevOps Course,186.0,3392.0,$218.16,29.0,7.0,0.038,$1012,08-11-2024,Paris,desktop,analytics for data,48.88185,2.345711
A2320,Machine Learning Course,93.0,3160.0,$220.75,30.0,8.0,0.086,$1472,2024/11/08,Paris,desktop,data analitics online,48.860889,2.371589
A2321,Machine Learning Course,138.0,4699.0,$202.54,26.0,9.0,0.065,$1133,2024-11-25,Paris,tablet,online data analytic,48.87896,2.327268
A2322,Software Engineer Course,96.0,3730.0,$217.61,16.0,4.0,0.042,$1283,2024-11-07,London,desktop,analytics for data,51.485891,-0.121083
A2323,DevOps Course,127.0,5221.0,$226.67,17.0,3.0,,$1384,2024-11-03,Paris,tablet,data anaytics training,48.87481,2.341311
A2324,Data Analytcis Course,92.0,3299.0,$188.58,11.0,9.0,0.098,$1678,2024-11-27,Paris,desktop,data analitics online,48.851897,2.330198
A2325,Software Engineer Course,156.0,5634.0,$247.45,16.0,5.0,0.032,$1925,08-11-2024,Berlin,tablet,data analytics course,52.549125,13.432107
A2326,Data Analytcis Course,113.0,5991.0,$211.28,16.0,3.0,0.027,$1499,16-11-2024,Berlin,tablet,learn data analytics,52.497131,13.433566
A2327,Software Engineer Course,84.0,3917.0,$233.19,13.0,10.0,0.049,,2024/11/11,Berlin,desktop,data analytics course,52.496636,13.414878
A2328,Software Engineer Course,189.0,5335.0,$181.46,27.0,9.0,0.048,$1734,08-11-2024,London,mobile,online data analytic,51.500196,-0.11725
A2329,Machine Learning Course,149.0,4550.0,$219.44,11.0,9.0,0.06,$1659,2024/11/16,London,tablet,online data analytic,51.526367,-0.113063
A2330,Machine Learning Course,100.0,5805.0,$181.27,15.0,4.0,0.04,$1195,04-11-2024,Paris,desktop,learn data analytics,48.865205,2.335737
A2331,Software Engineer Course,105.0,5156.0,$201.01,25.0,10.0,,$1472,2024-11-11,Paris,desktop,analytics for data,48.857909,2.34896
A2332,Data Analytcis Course,86.0,5060.0,$249.4,15.0,4.0,0.047,$1761,15-11-2024,Berlin,tablet,data analitics online,52.492898,13.378418
A2333,Data Analytcis Course,93.0,5178.0,$245.13,14.0,5.0,0.054,$1080,2024/11/08,Paris,mobile,data analitics online,48.869291,2.365663
A2334,Data Analytcis Course,180.0,3076.0,$227.91,12.0,10.0,0.056,,05-11-2024,Paris,desktop,online data analytic,48.873624,2.345033
A2335,Data Analytcis Course,156.0,3218.0,$235.69,28.0,6.0,0.038,$1289,2024-11-16,Paris,tablet,data analitics online,48.854907,2.32292
A2336,Machine Learning Course,124.0,4682.0,$207.53,20.0,3.0,0.033,$1550,2024/11/03,London,tablet,online data analytic,51.495726,-0.137376
A2337,DevOps Course,177.0,3592.0,$205.25,29.0,9.0,0.051,$1271,2024-11-15,Paris,desktop,data anaytics training,48.86246,2.35589
A2338,Software Engineer Course,156.0,3506.0,$242.9,13.0,,,$1208,2024/11/01,London,desktop,analytics for data,51.519954,-0.127098
A2339,Software Engineer Course,132.0,3562.0,$238.34,23.0,4.0,0.03,$1033,29-11-2024,Berlin,tablet,data analytics course,52.533141,13.401667
A2340,Data Analytcis Course,178.0,,$203.6,12.0,3.0,0.017,$1155,2024-11-02,London,tablet,analytics for data,51.501316,-0.131219
A2341,Data Analytcis Course,153.0,3953.0,$237.56,20.0,6.0,0.053,$1388,26-11-2024,London,tablet,learn data analytics,51.510989,-0.145098
A2342,Software Engineer Course,187.0,4891.0,$223.99,14.0,8.0,0.043,$1014,2024/11/26,London,mobile,online data analytic,51.530773,-0.153657
A2343,Software Engineer Course,155.0,4976.0,$183.21,10.0,5.0,0.053,$1554,13-11-2024,Berlin,tablet,online data analytic,52.54117,13.430775
A2344,Software Engineer Course,90.0,5781.0,$200.71,28.0,5.0,0.046,,07-11-2024,Paris,mobile,data analitics online,48.853712,2.367727
A2345,Data Analytcis Course,172.0,3001.0,$210.62,14.0,4.0,0.023,$1192,2024/11/25,Paris,tablet,data analitics online,48.881389,2.352922
A2346,Software Engineer Course,92.0,5728.0,$224.5,14.0,9.0,0.098,$1876,26-11-2024,London,tablet,online data analytic,51.516705,-0.152332
A2347,Machine Learning Course,162.0,5103.0,$188.15,13.0,9.0,0.056,$1264,2024-11-28,London,mobile,analytics for data,51.524641,-0.098414
A2348,Software Engineer Course,193.0,3131.0,$198.1,22.0,5.0,0.035,$1870,2024/11/19,Berlin,tablet,data analytics course,52.53343,13.412265
A2349,Data Analytcis Course,,3547.0,$238.34,13.0,5.0,,$1130,2024/11/02,Berlin,desktop,data analitics online,52.533123,13.410714
A2350,Data Analytcis Course,185.0,4070.0,$200.95,21.0,5.0,0.027,$1503,2024-11-07,London,mobile,online data analytic,51.50644,-0.103492
A2351,Data Analytcis Course,117.0,3350.0,$243.68,23.0,5.0,0.056,$1204,2024/11/14,Berlin,desktop,analytics for data,52.539825,13.422112
A2352,DevOps Course,123.0,4976.0,$244.49,14.0,4.0,0.033,$1579,2024/11/02,Paris,desktop,analytics for data,48.859746,2.332124
A2353,DevOps Course,181.0,5612.0,$203.66,17.0,3.0,0.017,,07-11-2024,Paris,tablet,data anaytics training,48.869206,2.329959
A2354,Data Analytcis Course,118.0,4390.0,$214.04,24.0,8.0,0.068,$1071,2024/11/18,Berlin,tablet,analytics for data,52.530353,13.379986
A2355,Software Engineer Course,82.0,3698.0,$229.12,30.0,9.0,0.11,$1246,2024/11/20,London,mobile,learn data analytics,51.513174,-0.118347
A2356,Software Engineer Course,175.0,4295.0,$195.17,18.0,6.0,,$1939,27-11-2024,Berlin,tablet,data analitics online,52.504556,13.407544
A2357,Software Engineer Course,130.0,3332.0,$202.06,14.0,5.0,0.038,$1184,2024-11-14,London,desktop,online data analytic,51.503755,-0.123132
A2358,Data Analytcis Course,92.0,4082.0,$186.29,25.0,5.0,0.054,$1046,2024-11-24,Berlin,tablet,online data analytic,52.507217,13.404041
A2359,Machine Learning Course,159.0,4464.0,$204.86,27.0,3.0,,$1963,20-11-2024,London,tablet,analytics for data,51.531733,-0.133214
A2360,DevOps Course,193.0,5263.0,$240.5,18.0,6.0,0.054,$1670,2024-11-21,Paris,tablet,online data analytic,48.835811,2.34828
A2361,Machine Learning Course,98.0,4371.0,$246.23,25.0,7.0,0.071,$1114,2024/11/14,London,tablet,analytics for data,51.481209,-0.152787
A2362,Software Engineer Course,176.0,3657.0,$209.44,19.0,3.0,0.017,$1171,2024/11/07,Paris,desktop,online data analytic,48.876653,2.35563
A2363,Software Engineer Course,182.0,5833.0,$243.72,20.0,5.0,0.027,$1206,14-11-2024,London,desktop,data analytics course,51.510447,-0.112503
A2364,Data Analytcis Course,85.0,3077.0,$200.16,11.0,10.0,0.118,$1876,2024-11-23,Paris,mobile,analytics for data,48.837134,2.372498
A2365,Data Analytcis Course,98.0,3646.0,$239.05,14.0,6.0,0.034,$1586,14-11-2024,Berlin,desktop,data analytics course,52.535518,13.428734
A2366,Software Engineer Course,160.0,3139.0,$230.55,28.0,5.0,0.031,$1449,15-11-2024,Berlin,desktop,analytics for data,52.512127,13.398544
A2367,Data Analytcis Course,179.0,4005.0,$232.47,16.0,10.0,0.056,$1553,2024/11/24,London,desktop,analytics for data,51.492185,-0.13006
A2368,Software Engineer Course,,4315.0,$196.3,24.0,5.0,,$1364,2024-11-26,Paris,mobile,data analytics course,48.880005,2.351687
A2369,DevOps Course,195.0,3876.0,$187.59,28.0,3.0,,$1828,21-11-2024,London,mobile,data analytics course,51.502013,-0.144185
A2370,DevOps Course,197.0,3174.0,,22.0,7.0,0.036,$1527,2024-11-14,Paris,tablet,data analitics online,48.88152,2.343547
A2371,Software Engineer Course,92.0,5550.0,$226.38,28.0,8.0,0.087,$1322,21-11-2024,London,tablet,learn data analytics,51.491048,-0.11298
A2372,DevOps Course,90.0,3526.0,$211.39,10.0,3.0,0.037,$1395,2024-11-20,Berlin,desktop,online data analytic,52.517276,13.420251
A2373,Software Engineer Course,149.0,3192.0,,,4.0,0.038,$1708,2024-11-14,London,tablet,online data analytic,51.516242,-0.120485
A2374,DevOps Course,82.0,4132.0,$247.13,11.0,6.0,0.073,$1091,2024/11/12,Paris,tablet,data anaytics training,48.880371,2.329283
A2375,Data Analytcis Course,151.0,5826.0,$226.53,16.0,8.0,0.053,$1511,2024/11/25,Paris,desktop,learn data analytics,48.856415,2.352019
A2376,Software Engineer Course,162.0,5997.0,$240.29,20.0,5.0,0.035,$1144,24-11-2024,London,mobile,data analitics online,51.502185,-0.109954
A2377,Data Analytcis Course,197.0,4541.0,$243.81,19.0,9.0,0.057,$1701,11-11-2024,Paris,desktop,data anaytics training,48.859407,2.347864
A2378,Data Analytcis Course,133.0,4642.0,$184.52,22.0,4.0,0.032,$1074,2024/11/14,London,desktop,online data analytic,51.515163,-0.119314
A2379,Software Engineer Course,194.0,5509.0,$235.45,18.0,5.0,,$1025,2024-11-12,Paris,tablet,online data analytic,48.874135,2.359175
A2380,Software Engineer Course,169.0,3647.0,$194.12,12.0,6.0,0.036,$1697,2024/11/22,Paris,desktop,learn data analytics,48.854896,2.349315
A2381,DevOps Course,149.0,5209.0,$183.91,18.0,10.0,,$1799,29-11-2024,Paris,desktop,learn data analytics,48.880997,2.324724
A2382,Data Analytcis Course,124.0,5980.0,$200.65,25.0,4.0,0.032,$1768,2024/11/04,Berlin,desktop,learn data analytics,52.52146,13.405783
A2383,DevOps Course,170.0,5443.0,$235.99,23.0,5.0,,$1314,21-11-2024,Berlin,mobile,analytics for data,52.536302,13.404261
A2384,DevOps Course,127.0,5326.0,$226.11,18.0,10.0,0.04,$1040,21-11-2024,London,mobile,online data analytic,51.484607,-0.154183
A2385,Machine Learning Course,114.0,5565.0,$210.04,16.0,4.0,0.035,$1800,2024/11/07,Paris,desktop,data anaytics training,48.849192,2.370786
A2386,Machine Learning Course,154.0,3312.0,$203.23,16.0,5.0,0.042,$1977,2024-11-04,Berlin,desktop,data anaytics training,52.490108,13.401584
A2387,Software Engineer Course,,4369.0,$225.53,28.0,4.0,,$1241,2024/11/23,Berlin,tablet,data analitics online,52.507067,13.388722
A2388,Machine Learning Course,126.0,3570.0,$214.78,28.0,9.0,0.071,$1078,12-11-2024,London,tablet,data anaytics training,51.48041,-0.110436
A2389,Data Analytcis Course,,3883.0,$225.89,23.0,5.0,,$1183,21-11-2024,Berlin,mobile,online data analytic,52.546915,13.387136
A2390,Machine Learning Course,125.0,5736.0,$197.28,30.0,5.0,0.04,$1265,18-11-2024,Berlin,mobile,analytics for data,52.543814,13.389269
A2391,Software Engineer Course,197.0,5921.0,$214.97,18.0,6.0,0.03,$1975,2024-11-14,Paris,desktop,learn data analytics,48.871868,2.355564
A2392,Data Analytcis Course,98.0,3687.0,$206.7,12.0,10.0,,$1640,2024/11/07,London,mobile,online data analytic,51.500354,-0.146355
A2393,Machine Learning Course,164.0,5334.0,$203.91,18.0,6.0,0.057,$1128,18-11-2024,London,desktop,data analytics course,51.49785,-0.105851
A2394,Machine Learning Course,111.0,4647.0,$247.0,15.0,4.0,,$1601,2024-11-29,Paris,desktop,learn data analytics,48.874415,2.339103
A2395,Software Engineer Course,191.0,3485.0,$212.43,10.0,7.0,,$1813,28-11-2024,London,mobile,analytics for data,51.524559,-0.149102
A2396,Machine Learning Course,149.0,5720.0,$211.54,14.0,5.0,0.034,$1612,2024/11/29,Berlin,desktop,data analytics course,52.529943,13.378006
A2397,Machine Learning Course,183.0,3540.0,$222.14,15.0,3.0,0.016,$1248,2024/11/11,London,mobile,learn data analytics,51.510611,-0.154448
A2398,Data Analytcis Course,198.0,4035.0,$215.94,22.0,8.0,,,10-11-2024,London,mobile,learn data analytics,51.481261,-0.106977
A2399,Data Analytcis Course,170.0,3024.0,$234.76,11.0,10.0,,$1941,06-11-2024,Paris,mobile,learn data analytics,48.838724,2.370018
A2400,Machine Learning Course,174.0,4334.0,$186.29,12.0,4.0,0.023,$1457,2024-11-22,Berlin,mobile,analytics for data,52.49387,13.427489
A2401,Data Analytcis Course,91.0,4038.0,$197.15,23.0,6.0,0.066,$1000,2024-11-29,Berlin,mobile,data analitics online,52.497863,13.390535
A2402,Data Analytcis Course,197.0,4347.0,$215.2,20.0,6.0,,$1204,2024/11/26,London,desktop,online data analytic,51.479793,-0.134806
A2403,Data Analytcis Course,,5803.0,$203.03,16.0,8.0,0.034,$1397,2024-11-30,Paris,mobile,analytics for data,48.842532,2.364389
A2404,Machine Learning Course,152.0,4182.0,$233.45,19.0,5.0,0.033,$1719,2024/11/13,Berlin,mobile,data analytics course,52.52652,13.400591
A2405,Data Analytcis Course,189.0,4809.0,$225.32,27.0,10.0,0.053,$1324,2024-11-18,London,mobile,analytics for data,51.531721,-0.116988
A2406,DevOps Course,,5640.0,$210.51,13.0,8.0,,$1536,2024/11/11,Paris,desktop,data analytics course,48.864744,2.35013
A2407,Data Analytcis Course,159.0,3401.0,$222.71,18.0,3.0,0.019,$1849,2024-11-05,Paris,desktop,data analitics online,48.879733,2.363163
A2408,Data Analytcis Course,175.0,5561.0,$231.96,20.0,8.0,0.057,$1174,2024-11-14,Paris,mobile,data analytics course,48.862639,2.361501
A2409,DevOps Course,175.0,5720.0,$243.8,17.0,6.0,,,2024-11-26,London,desktop,data analitics online,51.499757,-0.139108
A2410,Data Analytcis Course,82.0,4898.0,$215.11,25.0,8.0,0.098,$1776,09-11-2024,London,tablet,analytics for data,51.518059,-0.129811
A2411,Data Analytcis Course,146.0,5871.0,$218.69,30.0,4.0,,,2024-11-22,London,desktop,learn data analytics,51.526368,-0.138841
A2412,Machine Learning Course,85.0,5954.0,$201.88,18.0,6.0,0.071,$1526,2024/11/27,Paris,tablet,analytics for data,48.827758,2.339316
A2413,Machine Learning Course,128.0,3487.0,$236.19,25.0,6.0,0.047,$1961,02-11-2024,Berlin,tablet,data analytics course,52.520059,13.410576
A2414,Software Engineer Course,153.0,3808.0,$189.61,19.0,8.0,0.052,$1246,02-11-2024,London,tablet,data analytics course,51.526223,-0.103895
A2415,Data Analytcis Course,192.0,5720.0,$243.11,30.0,9.0,,$1555,2024-11-02,Berlin,mobile,online data analytic,52.519389,13.41704
A2416,Data Analytcis Course,148.0,4721.0,$189.48,26.0,8.0,0.054,$1176,2024/11/01,Berlin,mobile,online data analytic,52.547041,13.409369
A2417,Software Engineer Course,153.0,4768.0,$214.39,25.0,5.0,0.041,$1837,26-11-2024,London,tablet,data analitics online,51.496973,-0.150441
A2418,Machine Learning Course,,5494.0,$187.68,23.0,8.0,0.046,$1402,24-11-2024,London,tablet,data analytics course,51.491213,-0.104621
A2419,DevOps Course,169.0,,$180.58,30.0,7.0,0.049,$1661,2024-11-26,London,mobile,data anaytics training,51.49536,-0.127398
A2420,Software Engineer Course,146.0,5173.0,$234.26,20.0,7.0,0.048,$1089,2024-11-28,Paris,mobile,online data analytic,48.84277,2.379089
A2421,DevOps Course,81.0,4808.0,$189.19,17.0,9.0,0.111,$1759,25-11-2024,Berlin,desktop,online data analytic,52.5404,13.433514
A2422,Data Analytcis Course,185.0,,$234.72,18.0,6.0,0.032,$1508,2024/11/27,London,desktop,data analitics online,51.52942,-0.104901
A2423,Machine Learning Course,90.0,5319.0,$208.19,13.0,7.0,,$1719,2024-11-26,London,tablet,data anaytics training,51.518878,-0.128332
A2424,DevOps Course,155.0,4532.0,$203.44,19.0,8.0,0.052,$1709,17-11-2024,London,desktop,learn data analytics,51.523806,-0.115301
A2425,Data Analytcis Course,125.0,3458.0,$180.49,19.0,3.0,,$1754,2024-11-09,Paris,tablet,data analitics online,48.882357,2.344237
A2426,Software Engineer Course,151.0,5432.0,$204.76,18.0,9.0,0.06,,2024/11/13,Berlin,mobile,data anaytics training,52.496615,13.401602
A2427,Software Engineer Course,82.0,3052.0,$211.11,12.0,3.0,0.037,$1917,2024/11/06,London,desktop,learn data analytics,51.518538,-0.099316
A2428,Data Analytcis Course,198.0,5718.0,$194.37,13.0,8.0,0.04,$1118,2024-11-16,London,tablet,data anaytics training,51.518806,-0.117327
A2429,Data Analytcis Course,115.0,4762.0,$241.63,20.0,8.0,0.058,$1555,03-11-2024,Paris,desktop,data analytics course,48.861347,2.322853
A2430,Software Engineer Course,158.0,4953.0,$243.07,20.0,8.0,0.051,$1955,2024-11-04,Berlin,tablet,learn data analytics,52.523902,13.387626
A2431,DevOps Course,102.0,3784.0,$219.45,13.0,9.0,0.045,$1967,2024/11/20,Berlin,desktop,data analytics course,52.50145,13.40289
A2432,Data Analytcis Course,93.0,,$192.81,22.0,7.0,0.075,$1726,2024/11/18,Paris,desktop,learn data analytics,48.830275,2.377557
A2433,Software Engineer Course,198.0,5860.0,$185.25,24.0,9.0,0.041,$1950,2024-11-01,London,tablet,data anaytics training,51.530203,-0.129062
A2434,Software Engineer Course,174.0,4169.0,$189.36,23.0,8.0,0.046,$1110,2024/11/14,Berlin,tablet,data analytics course,52.530754,13.432388
A2435,Machine Learning Course,193.0,5831.0,,24.0,5.0,,$1265,2024-11-14,Berlin,mobile,online data analytic,52.52079,13.417758
A2436,Software Engineer Course,117.0,5269.0,$196.1,26.0,,,$1096,05-11-2024,London,desktop,online data analytic,51.49433,-0.122359
A2437,Software Engineer Course,147.0,5793.0,$240.32,25.0,5.0,0.049,$1645,2024/11/27,Berlin,tablet,data analytics course,52.540893,13.432645
A2438,Software Engineer Course,179.0,3338.0,$218.33,30.0,7.0,0.039,,2024/11/24,Berlin,desktop,data analitics online,52.514552,13.39783
A2439,Machine Learning Course,194.0,4297.0,$237.87,22.0,3.0,,$1739,2024/11/29,Berlin,desktop,data analytics course,52.512458,13.380951
A2440,Software Engineer Course,112.0,3961.0,$214.45,13.0,7.0,,$1594,2024/11/17,Berlin,desktop,analytics for data,52.505416,13.383615
A2441,DevOps Course,88.0,5063.0,$195.2,22.0,3.0,0.034,$1460,2024/11/20,Paris,mobile,analytics for data,48.855792,2.349975
A2442,Data Analytcis Course,172.0,5635.0,$200.16,21.0,7.0,0.036,$1727,14-11-2024,Paris,mobile,data analitics online,48.88469,2.36587
A2443,Data Analytcis Course,81.0,4404.0,$239.62,11.0,4.0,0.035,$1814,2024-11-21,Berlin,mobile,data analytics course,52.523792,13.429546
A2444,DevOps Course,142.0,4312.0,$213.54,21.0,7.0,0.049,$1666,2024/11/20,Berlin,desktop,learn data analytics,52.514726,13.418518
A2445,Software Engineer Course,111.0,3302.0,$193.18,30.0,10.0,,$1783,19-11-2024,Paris,mobile,analytics for data,48.867227,2.34504
A2446,Software Engineer Course,81.0,3575.0,$192.71,27.0,4.0,0.049,$1158,11-11-2024,Berlin,tablet,online data analytic,52.522426,13.429311
A2447,Data Analytcis Course,112.0,5055.0,$213.36,26.0,5.0,0.058,$1959,2024/11/29,Berlin,desktop,data anaytics training,52.493281,13.43369
A2448,Software Engineer Course,101.0,5415.0,$236.41,13.0,10.0,0.039,$1832,15-11-2024,Berlin,tablet,learn data analytics,52.538391,13.408872
A2449,Software Engineer Course,166.0,3118.0,$212.46,25.0,7.0,0.042,$1813,2024/11/14,Berlin,tablet,online data analytic,52.546516,13.428294
A2450,DevOps Course,,5271.0,,14.0,8.0,,$1629,2024/11/22,Berlin,mobile,data analitics online,52.522149,13.397121
A2451,Data Analytcis Course,148.0,,$214.26,21.0,8.0,,$1629,2024/11/13,London,tablet,data analitics online,51.536231,-0.13241
A2452,Data Analytcis Course,126.0,5250.0,$239.73,30.0,4.0,0.032,$1070,2024/11/23,London,tablet,analytics for data,51.505347,-0.149503
A2453,Machine Learning Course,119.0,4405.0,$233.66,25.0,3.0,0.039,$1407,12-11-2024,Berlin,desktop,data analytics course,52.545253,13.386184
A2454,Software Engineer Course,189.0,5060.0,$236.54,26.0,7.0,0.043,$1877,2024-11-10,Paris,mobile,data anaytics training,48.830306,2.352285
A2455,DevOps Course,167.0,3296.0,$246.85,29.0,8.0,0.048,$1723,2024/11/17,Paris,desktop,data analitics online,48.885995,2.337725
A2456,Data Analytcis Course,198.0,3499.0,$209.74,30.0,9.0,0.04,$1893,2024/11/25,London,desktop,data analytics course,51.517847,-0.09864
A2457,DevOps Course,95.0,3449.0,$184.55,10.0,10.0,0.041,$1601,16-11-2024,Berlin,mobile,analytics for data,52.503476,13.408448
A2458,DevOps Course,181.0,3738.0,$206.61,16.0,9.0,0.05,$1868,2024/11/09,Berlin,mobile,online data analytic,52.542808,13.402659
A2459,Software Engineer Course,105.0,4236.0,$180.2,12.0,7.0,0.067,,2024-11-24,London,mobile,learn data analytics,51.478277,-0.129016
A2460,Software Engineer Course,178.0,5751.0,$205.34,24.0,10.0,,$1903,2024/11/20,Paris,desktop,data analytics course,48.880202,2.370253
A2461,Data Analytcis Course,127.0,5050.0,$184.77,28.0,9.0,0.071,$1906,2024/11/02,Paris,desktop,data analitics online,48.843776,2.370642
A2462,Machine Learning Course,198.0,4773.0,$202.54,17.0,10.0,,$1082,2024-11-19,Berlin,mobile,data analitics online,52.511872,13.379576
A2463,Data Analytcis Course,86.0,5652.0,$249.13,25.0,7.0,0.081,$1981,06-11-2024,Paris,mobile,data anaytics training,48.860758,2.337209
A2464,Software Engineer Course,,5085.0,$182.42,11.0,7.0,,$1109,04-11-2024,Berlin,desktop,online data analytic,52.538961,13.386476
A2465,DevOps Course,191.0,5070.0,$247.41,12.0,4.0,,$1266,25-11-2024,Paris,mobile,analytics for data,48.853122,2.361385
A2466,Data Analytcis Course,139.0,5879.0,$197.9,24.0,4.0,0.029,$1476,2024-11-05,Berlin,mobile,data analytics course,52.537018,13.382664
